22:40:51 INFO  : updated workspace path: C:\Users\Khoa\project2
23:01:13 INFO  : connection terminated
23:01:13 INFO  : connection terminated
23:01:13 INFO  : scheduling shutdown timer for 2 seconds ...
23:01:13 INFO  : scheduling shutdown timer for 2 seconds ...
23:01:16 INFO  : Terminating Vitis C++ Server
23:01:16 INFO  : Terminating Vitis C++ Server
23:01:16 INFO  : Vitis C++ Server terminated
23:01:16 INFO  : Vitis C++ Server terminated
